ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
ILMN_1253176	0.9801	2.94E-01	1.1267648	-5.32005	0.10294192	Galnt14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14
ILMN_2469018	0.9801	2.94E-01	1.1267064	-5.32011	0.10957638	Tnnt3	"troponin T3, skeletal, fast"
ILMN_1223708	0.9801	2.94E-01	-1.1266693	-5.32014	-0.08269294		
ILMN_2444133	0.9801	2.94E-01	-1.1266565	-5.32016	-0.09068666	Wdr44	WD repeat domain 44
ILMN_3158565	0.9801	2.94E-01	1.126554	-5.32026	0.25562186	Plin5	perilipin 5
ILMN_2715279	0.9801	2.94E-01	-1.1265234	-5.32029	-0.11312743		
ILMN_1247047	0.9801	2.94E-01	1.1265058	-5.32031	0.10164891	Hnrnpa0	heterogeneous nuclear ribonucleoprotein A0
ILMN_1234923	0.9801	2.94E-01	-1.1264892	-5.32033	-0.09002871		
ILMN_2451951	0.9801	2.94E-01	-1.1264127	-5.3204	-0.10642216	4933407I08Rik	RIKEN cDNA 4933407I08 gene
ILMN_3111326	0.9801	2.94E-01	-1.1263915	-5.32042	-0.11925103	Lipe	"lipase, hormone sensitive"
ILMN_2537738	0.9801	2.94E-01	1.1263415	-5.32047	0.09240051	Ubxn7	UBX domain protein 7
ILMN_3117381	0.9801	2.94E-01	-1.1262207	-5.3206	-0.12408935	Fhl1	four and a half LIM domains 1
ILMN_2738803	0.9801	2.94E-01	-1.126129	-5.32069	-0.12619124		
ILMN_2549215	0.9801	2.94E-01	1.1260716	-5.32075	0.09461405	Ccdc7	coiled-coil domain containing 7
ILMN_1251687	0.9801	2.94E-01	-1.1259932	-5.32082	-0.11296557	Olfr523	olfactory receptor 523
ILMN_2737647	0.9801	2.94E-01	1.1259886	-5.32083	0.09899621	Apoo	apolipoprotein O
ILMN_1248544	0.9801	2.95E-01	1.1259399	-5.32088	0.0839357	Olfr362	olfactory receptor 362
ILMN_2712792	0.9801	2.95E-01	1.1258858	-5.32093	0.08990548	Csnk1e	"casein kinase 1, epsilon"
ILMN_2525111	0.9801	2.95E-01	1.1258197	-5.321	0.10219943	Cybrd1	cytochrome b reductase 1
ILMN_1230048	0.9801	2.95E-01	1.1258002	-5.32102	0.49336128	Fxr2	"fragile X mental retardation, autosomal homolog 2"
ILMN_1228803	0.9801	2.95E-01	1.1256855	-5.32113	0.10050627		
ILMN_2657316	0.9801	2.95E-01	1.125682	-5.32114	0.09389937		
ILMN_2566312	0.9801	2.95E-01	-1.1256688	-5.32115	-0.09387215	1700028K03Rik	RIKEN cDNA 1700028K03 gene
ILMN_2618346	0.9801	2.95E-01	1.1256524	-5.32117	0.10543529	Gtf3c4	"general transcription factor IIIC, polypeptide 4"
ILMN_2991389	0.9801	2.95E-01	-1.125645	-5.32117	-0.08269805	Ly6g6e	"lymphocyte antigen 6 complex, locus G6E"
ILMN_2508190	0.9801	2.95E-01	1.1256301	-5.32119	0.19055825		
ILMN_1214985	0.9801	2.95E-01	1.1256067	-5.32121	0.08879481		
ILMN_2894245	0.9801	2.95E-01	-1.1255843	-5.32124	-0.17859684	Sfmbt1	Scm-like with four mbt domains 1
ILMN_2705004	0.9801	2.95E-01	1.1254141	-5.32141	0.15035655	Kctd12b	potassium channel tetramerisation domain containing 12b
ILMN_3114124	0.9801	2.95E-01	1.125246	-5.32158	0.12086364	Hsd3b7	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7"
ILMN_1215805	0.9801	2.95E-01	1.1252368	-5.32159	0.09703747	Fmr1	fragile X mental retardation syndrome 1
ILMN_2878726	0.9801	2.95E-01	-1.1251411	-5.32168	-0.13486802	Numb	numb gene homolog (Drosophila)
ILMN_2526515	0.9801	2.95E-01	-1.125021	-5.3218	-0.12134323		
ILMN_1247173	0.9801	2.95E-01	1.1249976	-5.32183	0.45798344	Tyms	thymidylate synthase
ILMN_1223242	0.9801	2.95E-01	-1.1249713	-5.32185	-0.11117752		
ILMN_2701637	0.9801	2.95E-01	-1.1249583	-5.32187	-0.09999703	Strbp	spermatid perinuclear RNA binding protein
ILMN_1258152	0.9801	2.95E-01	1.1248471	-5.32198	0.12553722		
ILMN_1251979	0.9801	2.95E-01	1.1246266	-5.3222	0.08907709		
ILMN_2734564	0.9801	2.95E-01	1.1246099	-5.32222	0.18143884	Tmem53	transmembrane protein 53
ILMN_2833587	0.9801	2.95E-01	1.1246068	-5.32222	0.24236273	Alg8	"asparagine-linked glycosylation 8 (alpha-1,3-glucosyltransferase)"
ILMN_1221266	0.9801	2.95E-01	-1.1245924	-5.32223	-0.20643786	Celf1	"CUGBP, Elav-like family member 1"
ILMN_1257919	0.9801	2.95E-01	-1.1245665	-5.32226	-0.10356997	Sep-03	septin 3
ILMN_2588073	0.9801	2.95E-01	1.1245452	-5.32228	0.10110218	Vmn2r91	"vomeronasal 2, receptor 91"
ILMN_1216182	0.9801	2.95E-01	-1.1245443	-5.32228	-0.18224778	Ttc39c	tetratricopeptide repeat domain 39C
ILMN_2952292	0.9801	2.95E-01	-1.124514	-5.32231	-0.15109112	0610009D07Rik	RIKEN cDNA 0610009D07 gene
ILMN_2734028	0.9801	2.95E-01	-1.1244854	-5.32234	-0.10110745	Tank	TRAF family member-associated Nf-kappa B activator
ILMN_1217378	0.9801	2.95E-01	-1.1244763	-5.32235	-0.12142366	Pts	6-pyruvoyl-tetrahydropterin synthase
ILMN_2547950	0.9801	2.95E-01	-1.1244707	-5.32236	-0.1197618	Olfr701	olfactory receptor 701
ILMN_1245250	0.9801	2.95E-01	-1.1244662	-5.32236	-0.0969262	Dido1	death inducer-obliterator 1
ILMN_1258695	0.9801	2.95E-01	1.1244657	-5.32236	0.12700038	Aldh3a2	"aldehyde dehydrogenase family 3, subfamily A2"
ILMN_2757133	0.9801	2.95E-01	1.1244418	-5.32238	0.10290852	Crygb	"crystallin, gamma B"
ILMN_2480678	0.9801	2.95E-01	1.124334	-5.32249	0.09503295	Zfp354a	zinc finger protein 354A
ILMN_2702141	0.9801	2.95E-01	-1.1241585	-5.32267	-0.29423355	Mefv	Mediterranean fever
ILMN_1251596	0.9801	2.95E-01	1.1241427	-5.32268	0.10097197	Phox2b	paired-like homeobox 2b
ILMN_2446766	0.9801	2.95E-01	1.1240749	-5.32275	0.12812643	Zfp458	zinc finger protein 458
ILMN_2540444	0.9801	2.95E-01	1.1240662	-5.32276	0.16959152		
ILMN_2467549	0.9801	2.95E-01	-1.1240603	-5.32277	-0.09209602	Tnfrsf22	"tumor necrosis factor receptor superfamily, member 22"
ILMN_1228608	0.9801	2.95E-01	1.1240083	-5.32282	0.1593696		
ILMN_2770482	0.9801	2.95E-01	1.1238369	-5.32299	0.09728842	Gipc3	"GIPC PDZ domain containing family, member 3"
ILMN_1259073	0.9801	2.95E-01	1.1237331	-5.3231	0.08780895		
ILMN_1231573	0.9801	2.95E-01	-1.1237068	-5.32312	-0.20484226	Serpinb1a	"serine (or cysteine) peptidase inhibitor, clade B, member 1a"
ILMN_1255355	0.9801	2.95E-01	-1.1236888	-5.32314	-0.1114843	Dtna	dystrobrevin alpha
ILMN_2478764	0.9801	2.95E-01	1.123658	-5.32317	0.08635438	4930563E22Rik	RIKEN cDNA 4930563E22 gene
ILMN_2611205	0.9801	2.95E-01	-1.1236155	-5.32321	-0.1223055	Olfr141	olfactory receptor 141
ILMN_2623912	0.9801	2.95E-01	-1.123614	-5.32322	-0.16202445		
ILMN_2872965	0.9801	2.95E-01	-1.1235396	-5.32329	-0.09047989	Lce1b	late cornified envelope 1B
ILMN_2529616	0.9801	2.95E-01	-1.1234991	-5.32333	-0.08636213	Gm13023	predicted gene 13023
ILMN_2761645	0.9801	2.96E-01	-1.1233074	-5.32352	-0.11207466	Fetub	fetuin beta
ILMN_1222723	0.9801	2.96E-01	1.1232208	-5.32361	0.38706262		
ILMN_2971964	0.9801	2.96E-01	-1.1230846	-5.32375	-0.13037178	Adam4	a disintegrin and metallopeptidase domain 4
ILMN_2477036	0.9801	2.96E-01	1.1229689	-5.32386	0.11782203	Vmn1r59	vomeronasal 1 receptor 59
ILMN_2704360	0.9801	2.96E-01	-1.1228333	-5.324	-0.18964861	Cnot2	"CCR4-NOT transcription complex, subunit 2"
ILMN_2791746	0.9801	2.96E-01	-1.1228168	-5.32402	-0.19556745	Cyth3	cytohesin 3
ILMN_3141565	0.9801	2.96E-01	-1.1228168	-5.32402	-0.11991063	Clvs1	clavesin 1
ILMN_2573330	0.9801	2.96E-01	1.1227303	-5.3241	0.10786918	Uggt2	UDP-glucose glycoprotein glucosyltransferase 2
ILMN_1219570	0.9801	2.96E-01	1.1226988	-5.32413	0.09562967	Gm13088	predicted gene 13088
ILMN_2692421	0.9801	2.96E-01	1.1226933	-5.32414	0.38684023	Ciz1	CDKN1A interacting zinc finger protein 1
ILMN_1252423	0.9801	2.96E-01	1.1226564	-5.32418	0.10578988		
ILMN_3080923	0.9801	2.96E-01	-1.1226373	-5.3242	-0.18582527	Gltscr1	glioma tumor suppressor candidate region gene 1
ILMN_1218155	0.9801	2.96E-01	1.1226353	-5.3242	0.20295875	Hsf2	heat shock factor 2
ILMN_2823733	0.9801	2.96E-01	-1.1225791	-5.32425	-0.12820207	Rnf207	ring finger protein 207
ILMN_1258347	0.9801	2.96E-01	1.1225369	-5.3243	0.08133571	5330417C22Rik	RIKEN cDNA 5330417C22 gene
ILMN_1245874	0.9801	2.96E-01	1.1223608	-5.32447	0.15591656	Ptpn11	"protein tyrosine phosphatase, non-receptor type 11"
ILMN_1244139	0.9801	2.96E-01	1.1223045	-5.32453	0.15895662		
ILMN_2962199	0.9801	2.96E-01	1.1221866	-5.32465	0.11122169	Csnka2ip	"casein kinase 2, alpha prime interacting protein"
ILMN_2684133	0.9801	2.96E-01	-1.1220637	-5.32477	-0.09691589		
ILMN_3099633	0.9801	2.96E-01	-1.1220173	-5.32482	-0.08780135	Ubr5	ubiquitin protein ligase E3 component n-recognin 5
ILMN_2646649	0.9801	2.96E-01	-1.1219999	-5.32484	-0.09167414	1810030O07Rik	RIKEN cDNA 1810030O07 gene
ILMN_2729918	0.9801	2.96E-01	-1.1219867	-5.32485	-0.11874048	Rpgrip1l	Rpgrip1-like
ILMN_2526268	0.9801	2.96E-01	-1.1219766	-5.32486	-0.11376577		
ILMN_1218512	0.9801	2.96E-01	1.1219102	-5.32493	0.10640543	Hcrtr2	hypocretin (orexin) receptor 2
ILMN_1245031	0.9801	2.96E-01	-1.1217586	-5.32508	-0.11261577	Pak1ip1	PAK1 interacting protein 1
ILMN_2672590	0.9801	2.96E-01	1.1216751	-5.32516	0.10868782	Zfp773	zinc finger protein 773
ILMN_1238175	0.9801	2.96E-01	-1.1216471	-5.32519	-0.10451276		
ILMN_1220822	0.9801	2.96E-01	1.1216072	-5.32523	0.10444587	Orc4	"origin recognition complex, subunit 4"
ILMN_2491186	0.9801	2.96E-01	-1.1215834	-5.32525	-0.1060624	Zic1	zinc finger protein of the cerebellum 1
ILMN_1235442	0.9801	2.96E-01	1.1215251	-5.32531	0.09561398	Zer1	zer-1 homolog (C. elegans)
ILMN_2666236	0.9801	2.96E-01	1.1215178	-5.32532	0.10264627	Gbx1	gastrulation brain homeobox 1
ILMN_2975698	0.9801	2.96E-01	1.1215109	-5.32533	0.14892921	Gm5477	type II keratin Kb16P
ILMN_3101392	0.9801	2.96E-01	-1.1213996	-5.32544	-0.14851077	BC096441	cDNA sequence BC096441
ILMN_2536359	0.9801	2.96E-01	1.1213545	-5.32548	0.10665007		
ILMN_1240341	0.9801	2.96E-01	1.1213135	-5.32552	0.19832354		
ILMN_1255765	0.9801	2.96E-01	-1.1212578	-5.32558	-0.15258402	Mtif2	mitochondrial translational initiation factor 2
ILMN_1230007	0.9801	2.96E-01	1.1212556	-5.32558	0.12576019	Ptk2b	PTK2 protein tyrosine kinase 2 beta
ILMN_1240387	0.9801	2.96E-01	-1.1211584	-5.32568	-0.11421812	Trub2	TruB pseudouridine (psi) synthase homolog 2 (E. coli)
ILMN_2966370	0.9801	2.96E-01	1.1211018	-5.32574	0.13524389	Dolpp1	dolichyl pyrophosphate phosphatase 1
ILMN_1251660	0.9801	2.96E-01	1.1210026	-5.32584	0.10031524	Ccrl1	chemokine (C-C motif) receptor-like 1
ILMN_2479666	0.9801	2.96E-01	1.1209993	-5.32584	0.14282896	Uck1	uridine-cytidine kinase 1
ILMN_1259244	0.9801	2.97E-01	1.1209138	-5.32592	0.10612479	Rnf165	ring finger protein 165
ILMN_2750658	0.9801	2.97E-01	-1.1208959	-5.32594	-0.09943675	Olfr522	olfactory receptor 522
ILMN_2707137	0.9801	2.97E-01	1.1207099	-5.32613	0.12094158	Phf17	PHD finger protein 17
ILMN_1246488	0.9801	2.97E-01	-1.1206953	-5.32614	-0.14555759	Brcc3	"BRCA1/BRCA2-containing complex, subunit 3"
ILMN_1250939	0.9801	2.97E-01	1.1206875	-5.32615	0.12298601	Agpat5	"1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)"
ILMN_2659994	0.9801	2.97E-01	1.1206353	-5.3262	0.09057711	Gdnf	glial cell line derived neurotrophic factor
ILMN_2703161	0.9801	2.97E-01	-1.1206225	-5.32622	-0.08344357	Ceacam9	carcinoembryonic antigen-related cell adhesion molecule 9
ILMN_1258642	0.9801	2.97E-01	-1.1206086	-5.32623	-0.08883215		
ILMN_1240380	0.9801	2.97E-01	-1.120547	-5.32629	-0.18380222	Snx13	sorting nexin 13
ILMN_2865248	0.9801	2.97E-01	1.1204487	-5.32639	0.14900777	Fzd4	frizzled homolog 4 (Drosophila)
ILMN_3063544	0.9801	2.97E-01	1.1203362	-5.3265	0.0936097	Thsd4	"thrombospondin, type I, domain containing 4"
ILMN_1250530	0.9801	2.97E-01	-1.1203011	-5.32654	-0.08758932	Muc20	mucin 20
ILMN_2919263	0.9801	2.97E-01	1.1202375	-5.3266	0.10406031	Slc25a1	"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
ILMN_2486632	0.9801	2.97E-01	1.12023	-5.32661	0.08756905	Rd3	retinal degeneration 3
ILMN_2681958	0.9801	2.97E-01	1.120169	-5.32667	0.1638412		
ILMN_2855183	0.9801	2.97E-01	1.1201427	-5.3267	0.21443761	Epb4.1l4a	erythrocyte protein band 4.1-like 4a
ILMN_1221786	0.9801	2.97E-01	1.1200406	-5.3268	0.1173694		
ILMN_1241917	0.9801	2.97E-01	-1.1200208	-5.32682	-0.12595876	Pdc	phosducin
ILMN_2693059	0.9801	2.97E-01	-1.1199203	-5.32692	-0.10230803	Defb7	defensin beta 7
ILMN_1246834	0.9801	2.97E-01	1.1198904	-5.32695	0.16431398		
ILMN_2593410	0.9801	2.97E-01	1.1197211	-5.32712	0.11687587	Kif3c	kinesin family member 3C
ILMN_3046283	0.9801	2.97E-01	1.1196425	-5.3272	0.3529388	Ppp2r5c	"protein phosphatase 2, regulatory subunit B (B56), gamma isoform"
ILMN_2687324	0.9801	2.97E-01	1.119529	-5.32731	0.1132671	Col27a1	"collagen, type XXVII, alpha 1"
ILMN_2685831	0.9801	2.97E-01	-1.119528	-5.32731	-0.12598728	Glrb	"glycine receptor, beta subunit"
ILMN_2683352	0.9801	2.97E-01	1.1194885	-5.32735	0.08110335	Oprl1	opioid receptor-like 1
ILMN_2634603	0.9801	2.97E-01	-1.1194287	-5.32741	-0.20575957	H2-K1	"histocompatibility 2, K1, K region"
ILMN_1217790	0.9801	2.97E-01	-1.1192946	-5.32755	-0.10909358	Sntb2	"syntrophin, basic 2"
ILMN_1214715	0.9801	2.97E-01	1.1192417	-5.3276	0.1189212	Gfap	glial fibrillary acidic protein
ILMN_2469982	0.9801	2.97E-01	-1.1192367	-5.32761	-0.1283628	Pex3	peroxisomal biogenesis factor 3
ILMN_2939012	0.9801	2.97E-01	1.1191041	-5.32774	0.1232113	1500012F01Rik	RIKEN cDNA 1500012F01 gene
ILMN_2609630	0.9801	2.97E-01	1.1190514	-5.32779	0.11062019	Mef2b	myocyte enhancer factor 2B
ILMN_2521511	0.9801	2.97E-01	1.1190104	-5.32783	0.10541243	Trdn	triadin
ILMN_1222328	0.9801	2.97E-01	1.1189608	-5.32788	0.25122582		
ILMN_2865558	0.9801	2.97E-01	-1.1189344	-5.32791	-0.13750125	Vps33a	vacuolar protein sorting 33A (yeast)
ILMN_2635205	0.9801	2.97E-01	-1.1189211	-5.32792	-0.09333041	Pabpc2	"poly(A) binding protein, cytoplasmic 2"
ILMN_2730813	0.9801	2.97E-01	-1.1188509	-5.32799	-0.10483549	Nrp2	neuropilin 2
ILMN_2419275	0.9801	2.97E-01	-1.1187242	-5.32812	-0.16062311	Zfp28	zinc finger protein 28
ILMN_1260206	0.9801	2.97E-01	-1.1187121	-5.32813	-0.09586526	Dld	dihydrolipoamide dehydrogenase
ILMN_2688894	0.9801	2.97E-01	-1.1186648	-5.32818	-0.09112241	Plbd1	phospholipase B domain containing 1
ILMN_3132660	0.9801	2.98E-01	1.118434	-5.32841	0.13228429	Rarg	"retinoic acid receptor, gamma"
ILMN_1254405	0.9801	2.98E-01	-1.1184269	-5.32842	-0.12889347	Lmna	lamin A
ILMN_1227131	0.9801	2.98E-01	-1.1182916	-5.32855	-0.15602448	Ehbp1l1	EH domain binding protein 1-like 1
ILMN_1240399	0.9801	2.98E-01	1.1181991	-5.32864	0.09612713		
ILMN_1216892	0.9801	2.98E-01	-1.1181686	-5.32867	-0.13081297	Lrrtm1	leucine rich repeat transmembrane neuronal 1
ILMN_2567809	0.9801	2.98E-01	-1.1181118	-5.32873	-0.08218633	Nsmaf	neutral sphingomyelinase (N-SMase) activation associated factor
ILMN_1245081	0.9801	2.98E-01	1.1179173	-5.32893	0.26798644	Otud4	OTU domain containing 4
ILMN_2595477	0.9801	2.98E-01	1.1179078	-5.32894	0.13350116	Cldn7	claudin 7
ILMN_2449917	0.9801	2.98E-01	1.1178302	-5.32901	0.10723476	Tyro3	TYRO3 protein tyrosine kinase 3
ILMN_1253473	0.9801	2.98E-01	1.1177967	-5.32905	0.1716691	Ppp1r1b	"protein phosphatase 1, regulatory (inhibitor) subunit 1B"
ILMN_2685373	0.9801	2.98E-01	-1.117791	-5.32905	-0.08949307	Olfr1288	olfactory receptor 1288
ILMN_2759015	0.9801	2.98E-01	-1.1177629	-5.32908	-0.13382017	4933427D06Rik	RIKEN cDNA 4933427D06 gene
ILMN_1230499	0.9801	2.98E-01	-1.1177474	-5.3291	-0.08359094	Exosc9	exosome component 9
ILMN_2909336	0.9801	2.98E-01	1.1176956	-5.32915	0.08651568	Gpm6a	glycoprotein m6a
ILMN_2537166	0.9801	2.98E-01	-1.1176927	-5.32915	-0.09841299		
ILMN_2758440	0.9801	2.98E-01	-1.1176577	-5.32919	-0.20039125	Gab2	growth factor receptor bound protein 2-associated protein 2
ILMN_1227504	0.9801	2.98E-01	-1.1175602	-5.32928	-0.11315178	Gnrhr	gonadotropin releasing hormone receptor
ILMN_2667101	0.9801	2.98E-01	-1.1175207	-5.32932	-0.09367936	Use1	unconventional SNARE in the ER 1 homolog (S. cerevisiae)
ILMN_2498478	0.9801	2.98E-01	1.1174636	-5.32938	0.10277277	Ttc3	tetratricopeptide repeat domain 3
ILMN_2763080	0.9801	2.98E-01	-1.1174172	-5.32943	-0.1046975	Glud1	glutamate dehydrogenase 1
ILMN_1244899	0.9801	2.98E-01	1.1173892	-5.32945	0.27673776		
ILMN_2532773	0.9801	2.98E-01	1.117309	-5.32953	0.11928414		
ILMN_2642480	0.9801	2.98E-01	1.1173036	-5.32954	0.10727414	Tas2r130	"taste receptor, type 2, member 130"
ILMN_3022688	0.9801	2.98E-01	1.1171589	-5.32968	0.93694922	Xist	inactive X specific transcripts
ILMN_2749935	0.9801	2.98E-01	1.1171405	-5.3297	0.13517841	5033411D12Rik	RIKEN cDNA 5033411D12 gene
ILMN_2472741	0.9801	2.98E-01	1.1171047	-5.32974	0.08308287	Gm4980	predicted gene 4980
ILMN_1231108	0.9801	2.98E-01	-1.1170568	-5.32979	-0.08918179	Kirrel3	kin of IRRE like 3 (Drosophila)
ILMN_2591381	0.9801	2.98E-01	-1.1170471	-5.3298	-0.17055815	Ppm1b	"protein phosphatase 1B, magnesium dependent, beta isoform"
ILMN_3162009	0.9801	2.98E-01	1.1170251	-5.32982	0.10375097	1700003M02Rik	RIKEN cDNA 1700003M02 gene
ILMN_2702519	0.9801	2.98E-01	-1.1169926	-5.32985	-0.14414075		
ILMN_2672626	0.9801	2.98E-01	1.1169883	-5.32986	0.27858261	Myh9	"myosin, heavy polypeptide 9, non-muscle"
ILMN_1223315	0.9801	2.98E-01	1.1169043	-5.32994	0.2072439	Scarb1	"scavenger receptor class B, member 1"
ILMN_1217631	0.9801	2.98E-01	1.1168958	-5.32995	0.09818818	Zfp445	zinc finger protein 445
ILMN_1226978	0.9801	2.98E-01	-1.1168832	-5.32996	-0.16185636	Pex5	peroxisomal biogenesis factor 5
ILMN_1228004	0.9801	2.98E-01	-1.116829	-5.33001	-0.11410139	Olfr1154	olfactory receptor 1154
ILMN_2491275	0.9801	2.98E-01	-1.1167951	-5.33005	-0.16061207		
ILMN_1222803	0.9801	2.98E-01	-1.1167628	-5.33008	-0.14011396	Hspa9	heat shock protein 9
ILMN_2596611	0.9801	2.98E-01	1.1167403	-5.3301	0.42929901	Clic1	chloride intracellular channel 1
ILMN_1215011	0.9801	2.98E-01	-1.11674	-5.3301	-0.09468211	Anp32b	"acidic (leucine-rich) nuclear phosphoprotein 32 family, member B"
ILMN_3124160	0.9801	2.98E-01	1.11673	-5.33011	0.21080416	Ambra1	autophagy/beclin 1 regulator 1
ILMN_2536142	0.9801	2.98E-01	1.1166977	-5.33015	0.10813266		
ILMN_2573940	0.9801	2.98E-01	-1.1166391	-5.3302	-0.09391996	Itpkc	"inositol 1,4,5-trisphosphate 3-kinase C"
ILMN_2561469	0.9801	2.98E-01	-1.1166262	-5.33022	-0.08649764	A530020G20Rik	RIKEN cDNA A530020G20 gene
ILMN_1221985	0.9801	2.98E-01	-1.1165067	-5.33034	-0.21723951		
ILMN_3160379	0.9801	2.98E-01	1.1164038	-5.33044	0.09525643	Olfr46	olfactory receptor 46
ILMN_2521488	0.9801	2.98E-01	1.1163859	-5.33046	0.09806449	A730098P11Rik	mortality factor 4 like 1 pseudogene
ILMN_2688607	0.9801	2.98E-01	-1.1163491	-5.33049	-0.12188901	Pptc7	PTC7 protein phosphatase homolog (S. cerevisiae)
ILMN_2594558	0.9801	2.98E-01	1.1163113	-5.33053	0.21590894	Mon1b	MON1 homolog b (yeast)
ILMN_2683080	0.9801	2.98E-01	-1.1162902	-5.33055	-0.19206801	Sec62	SEC62 homolog (S. cerevisiae)
ILMN_1241354	0.9801	2.98E-01	1.1162219	-5.33062	0.15331141	Atxn2l	ataxin 2-like
ILMN_2978838	0.9801	2.98E-01	-1.1161806	-5.33066	-0.09658051	Mat2a	"methionine adenosyltransferase II, alpha"
ILMN_2594575	0.9801	2.98E-01	1.1161754	-5.33067	0.33275211	Celf2	"CUGBP, Elav-like family member 2"
ILMN_1247328	0.9801	2.98E-01	1.1161434	-5.3307	0.12630981		
ILMN_1240829	0.9801	2.98E-01	-1.1161428	-5.3307	-0.27457804		
ILMN_2773383	0.9801	2.98E-01	-1.1160222	-5.33082	-0.09009739		
ILMN_2609264	0.9801	2.98E-01	1.1160212	-5.33082	0.20269996	1600002K03Rik	RIKEN cDNA 1600002K03 gene
ILMN_2606433	0.9801	2.98E-01	1.1160187	-5.33082	0.08982188	Elfn1	"leucine rich repeat and fibronectin type III, extracellular 1"
ILMN_1244330	0.9801	2.99E-01	-1.1159607	-5.33088	-0.141154	Aimp2	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2
ILMN_2566014	0.9801	2.99E-01	1.1159256	-5.33092	0.11271063	Sh3tc2	SH3 domain and tetratricopeptide repeats 2
ILMN_2618100	0.9801	2.99E-01	-1.1159072	-5.33094	-0.10297874	Actrt1	actin-related protein T1
ILMN_2565653	0.9801	2.99E-01	-1.1158257	-5.33102	-0.10138616	M5C1000I18Rik	RIKEN cDNA M5C1000I18 gene
ILMN_3160140	0.9801	2.99E-01	-1.1156775	-5.33117	-0.15611018	C1d	C1D nuclear receptor co-repressor
ILMN_1246435	0.9801	2.99E-01	-1.1156386	-5.3312	-0.14828966	Impg2	interphotoreceptor matrix proteoglycan 2
ILMN_1215713	0.9801	2.99E-01	-1.1155334	-5.33131	-0.09675406	Egr4	early growth response 4
ILMN_1247752	0.9801	2.99E-01	1.1155046	-5.33134	0.12721264	1700057K13Rik	RIKEN cDNA 1700057K13 gene
ILMN_3096982	0.9801	2.99E-01	-1.1154638	-5.33138	-0.11130992	Gpr161	G protein-coupled receptor 161
ILMN_1215890	0.9801	2.99E-01	-1.1154594	-5.33138	-0.1562387	Creb1	cAMP responsive element binding protein 1
ILMN_2907331	0.9801	2.99E-01	1.1153865	-5.33146	0.2807852	Scarb2	"scavenger receptor class B, member 2"
ILMN_1254229	0.9801	2.99E-01	1.1153809	-5.33146	0.09228144	Serpinb1c	"serine (or cysteine) peptidase inhibitor, clade B, member 1c"
ILMN_2456835	0.9801	2.99E-01	-1.1153531	-5.33149	-0.10127242		
ILMN_1224616	0.9801	2.99E-01	1.1153383	-5.3315	0.10576287	Gipc2	"GIPC PDZ domain containing family, member 2"
ILMN_1225054	0.9801	2.99E-01	-1.1153032	-5.33154	-0.10611979	Larp1	"La ribonucleoprotein domain family, member 1"
ILMN_2424399	0.9801	2.99E-01	1.115291	-5.33155	0.2790455	Ube2s	ubiquitin-conjugating enzyme E2S
ILMN_2657946	0.9801	2.99E-01	-1.1151745	-5.33167	-0.13870181	Ndufa10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10
ILMN_1231396	0.9801	2.99E-01	-1.1151005	-5.33174	-0.20222618	Sertad3	SERTA domain containing 3
ILMN_2763480	0.9801	2.99E-01	-1.1149684	-5.33187	-0.08298015	Fam151b	"family with sequence similarity 151, member B"
ILMN_2683113	0.9801	2.99E-01	-1.114757	-5.33209	-0.1412974	Ang	"angiogenin, ribonuclease, RNase A family, 5"
ILMN_2621047	0.9801	2.99E-01	1.1147406	-5.3321	0.11244264	Caps2	calcyphosphine 2
ILMN_2872246	0.9801	2.99E-01	1.1145416	-5.3323	0.29775204	1810009A15Rik	RIKEN cDNA 1810009A15 gene
ILMN_3107256	0.9801	2.99E-01	-1.1145051	-5.33234	-0.12025504	Gm14685	predicted gene 14685
ILMN_2995239	0.9801	2.99E-01	-1.1142776	-5.33256	-0.12107984		
ILMN_2518100	0.9801	2.99E-01	-1.1142222	-5.33262	-0.09610455	Tmeff2	transmembrane protein with EGF-like and two follistatin-like domains 2
ILMN_1229059	0.9801	2.99E-01	1.1142142	-5.33263	0.09600348	Specc1	sperm antigen with calponin homology and coiled-coil domains 1
ILMN_1238868	0.9801	2.99E-01	-1.1141867	-5.33265	-0.08943802	Gm5434	ubiquitin-conjugating enzyme E2F (putative) pseudogene
ILMN_1227146	0.9801	2.99E-01	1.1141736	-5.33267	0.11070362	Fras1	Fraser syndrome 1 homolog (human)
ILMN_2715903	0.9801	2.99E-01	-1.1141424	-5.3327	-0.14136345	Ptger4	prostaglandin E receptor 4 (subtype EP4)
ILMN_1260258	0.9801	2.99E-01	1.1139797	-5.33286	0.08892071		
ILMN_1226329	0.9801	2.99E-01	1.1139213	-5.33292	0.0954509	Cd93	CD93 antigen
ILMN_1236519	0.9801	2.99E-01	1.1139048	-5.33294	0.08858798	4833418N17Rik	RIKEN cDNA 4833418N17 gene
